Tienda,Ticket,Material,Grupo art.,Denominacion 2 del gr.articulos,Producto,Venta,Fecha Vta,Hora Vta,Cantidad,UMB
TIENDA 2,1887554,4300193,8632,Comida Rapida - Tamales,Producto 1750,22.44,07/06/2024,18:15:57,1,PZ
TIENDA 2,1887554,4301893,8606,Comida Rapida - Empanadas,Producto 1765,21.98,07/06/2024,18:15:57,1,PZ
TIENDA 2,1887554,3000700,600202,Refrescos - Coca Cola - Colas,Producto 41,23.75,07/06/2024,18:15:57,1,PZ
TIENDA 2,1887554,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,07/06/2024,18:15:57,1,PZ
TIENDA 2,1887555,1102110,220604,Abarrotes - No Comestible - Desechables,Producto 67,3.52,07/06/2024,18:16:17,1,PZ
TIENDA 2,1887556,2502220,5002,Pan y Galletas - Pan,Producto 856,23.61,07/06/2024,18:16:47,1,PZ
TIENDA 2,1887557,3500390,7004,Tabaco - Tabacos Pm,Producto 779,66.83,07/06/2024,18:17:44,1,PZ
TIENDA 2,1887557,1700560,3402,Dulces - Chocolates,Producto 1575,17.94,07/06/2024,18:17:44,1,PZ
TIENDA 2,1887557,2800182,560406,Recargas - Datos - Telcel Paquete,Producto 88,43.96,07/06/2024,18:17:44,1,SER
TIENDA 2,1887558,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,07/06/2024,18:18:06,1,PZ
TIENDA 2,1887558,3000221,600404,Refrescos - Pepsi - Sabores,Producto 44,14.95,07/06/2024,18:18:06,1,PZ
TIENDA 2,1887559,1900220,380204,Helados - Holanda - Paletas Leche,Producto 984,45.33,07/06/2024,18:20:43,1,PZ
TIENDA 2,1887560,1500221,300208,Botanas - Sabritas - Maiz,Producto 430,70.83,07/06/2024,18:22:58,1,PZ
TIENDA 2,1887560,1999994,4002,Hielo - Hielo,Producto 1743,29.58,07/06/2024,18:22:58,1,PZ
TIENDA 2,1887560,3703088,740602,Vinos y Licores - Coolers - Rtd�S,Producto 907,37.81,07/06/2024,18:22:58,1,PZ
TIENDA 2,1887560,3703088,740602,Vinos y Licores - Coolers - Rtd�S,Producto 907,37.81,07/06/2024,18:22:58,1,PZ
TIENDA 2,1887560,3703088,740602,Vinos y Licores - Coolers - Rtd�S,Producto 907,37.81,07/06/2024,18:22:58,1,PZ
TIENDA 2,1887561,2500045,5008,Pan y Galletas - Barras,Producto 545,15.59,07/06/2024,18:23:32,1,PZ
TIENDA 2,1887561,1800273,280602,Bebidas - Isotonicos - Isotonicos,Producto 467,31.62,07/06/2024,18:23:32,1,PZ
TIENDA 2,1887562,1800687,280602,Bebidas - Isotonicos - Isotonicos,Producto 421,31.62,07/06/2024,18:23:56,1,PZ
TIENDA 2,1887562,2502221,5002,Pan y Galletas - Pan,Producto 572,23.61,07/06/2024,18:23:56,1,PZ
TIENDA 2,1887563,1400124,280202,Bebidas - Te - Te,Producto 1844,16.27,07/06/2024,18:24:20,1,PZ
TIENDA 2,1887564,3000622,600202,Refrescos - Coca Cola - Colas,Producto 606,33.85,07/06/2024,18:26:53,1,PZ
TIENDA 2,1887564,4400019,8802,Frutas y Verduras - Frutas,Producto 615,6.12,07/06/2024,18:26:53,1,PZ
TIENDA 2,1887564,3500411,7002,Tabaco - Tabacos Bat,Producto 1360,65.07,07/06/2024,18:26:53,1,PZ
TIENDA 2,1887565,1300274,260208,Agua - Natural - Otras Marcas,Producto 273,11.73,07/06/2024,18:27:46,1,PZ
TIENDA 2,1887566,3700952,740406,Vinos y Licores - Vinos - Tintos,Producto 1996,413.27,07/06/2024,18:29:43,1,PZ
TIENDA 2,1887566,3700942,740406,Vinos y Licores - Vinos - Tintos,Producto 1939,500.33,07/06/2024,18:29:43,1,PZ
TIENDA 2,1887566,1600149,320202,Cerveza - Nacional - Pieza,Producto 787,112.55,07/06/2024,18:29:43,6,PZ
TIENDA 2,1887566,2200264,440218,Lacteos y Embutidos - Lacteos - Quesos,Producto 1997,38.76,07/06/2024,18:29:43,1,PZ
TIENDA 2,1887566,2200264,440218,Lacteos y Embutidos - Lacteos - Quesos,Producto 1997,38.76,07/06/2024,18:29:43,1,PZ
TIENDA 2,1887566,2200089,440404,Lacteos y Embutidos - Embutidos - Jamon y Carnes,Producto 1043,53.04,07/06/2024,18:29:43,1,PZ
TIENDA 2,1887567,1400264,280602,Bebidas - Isotonicos - Isotonicos,Producto 409,44.88,07/06/2024,18:30:44,2,PZ
TIENDA 2,1887567,1702281,3404,Dulces - Goma De Mascar,Producto 1882,9.67,07/06/2024,18:30:44,1,PZ
TIENDA 2,1887568,1400360,280402,Bebidas - Energizantes - Energizantes,Producto 93,17.15,07/06/2024,18:31:20,1,PZ
TIENDA 2,1887568,1700409,3406,Dulces - Pastillas Refrescantes,Producto 454,11.33,07/06/2024,18:31:20,1,PZ
TIENDA 2,1887569,2500593,5006,Pan y Galletas - Galletas,Producto 71,25.5,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887569,2500593,5006,Pan y Galletas - Galletas,Producto 71,25.5,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887569,2000000,4002,Hielo - Hielo,Producto 3,29.58,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887569,2000000,4002,Hielo - Hielo,Producto 3,29.58,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887569,2000000,4002,Hielo - Hielo,Producto 3,29.58,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887569,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,07/06/2024,18:33:22,1,PZ
TIENDA 2,1887570,3701841,740408,Vinos y Licores - Vinos - Rosados,Producto 1535,102,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000004,600604,Refrescos - Pe�afiel - Mineral,Producto 281,21.1,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000004,600604,Refrescos - Pe�afiel - Mineral,Producto 281,21.1,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000004,600604,Refrescos - Pe�afiel - Mineral,Producto 281,21.1,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000006,600604,Refrescos - Pe�afiel - Mineral,Producto 196,16.27,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000006,600604,Refrescos - Pe�afiel - Mineral,Producto 196,16.27,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,3000149,600404,Refrescos - Pepsi - Sabores,Producto 617,11,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,1900411,380204,Helados - Holanda - Paletas Leche,Producto 1067,45.33,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,1900590,380204,Helados - Holanda - Paletas Leche,Producto 343,45.33,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,2502222,5006,Pan y Galletas - Galletas,Producto 983,30.22,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,1900481,380402,Helados - Nestle - Paletas Agua,Producto 453,33.66,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,1900372,380204,Helados - Holanda - Paletas Leche,Producto 759,48.16,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887570,2501140,5006,Pan y Galletas - Galletas,Producto 1512,26.45,07/06/2024,18:36:13,1,PZ
TIENDA 2,1887571,1300274,260208,Agua - Natural - Otras Marcas,Producto 273,11.73,07/06/2024,18:37:08,1,PZ
TIENDA 2,1887571,1500224,300208,Botanas - Sabritas - Maiz,Producto 367,23.61,07/06/2024,18:37:08,1,PZ
TIENDA 2,1887571,2100164,4208,Jugos - Bebida Refrescante,Producto 132,15.3,07/06/2024,18:37:08,1,PZ
TIENDA 2,1887571,1700926,3408,Dulces - Enchilados,Producto 303,9.45,07/06/2024,18:37:08,1,PZ
TIENDA 2,1887571,1900154,380202,Helados - Holanda - Paletas Agua,Producto 786,18.87,07/06/2024,18:37:08,1,PZ
TIENDA 2,1887572,3000190,600602,Refrescos - Pe�afiel - Sabores,Producto 319,16.27,07/06/2024,18:37:56,1,PZ
TIENDA 2,1887572,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,19.35,07/06/2024,18:37:56,1,PZ
TIENDA 2,1887573,2200099,440214,Lacteos y Embutidos - Lacteos - Leche Uht,Producto 1413,37.74,07/06/2024,18:38:34,1,PZ
TIENDA 2,1887573,2500526,5006,Pan y Galletas - Galletas,Producto 1790,32.64,07/06/2024,18:38:34,1,PZ
TIENDA 2,1887573,1100657,220202,"Abarrotes - Comestibles - Aderezos,Salsas y Aceites",Producto 495,35.7,07/06/2024,18:38:34,1,PZ
TIENDA 2,1887574,3700382,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1459,26.38,07/06/2024,18:38:53,1,PZ
TIENDA 2,1887574,3000550,600602,Refrescos - Pe�afiel - Sabores,Producto 393,16.71,07/06/2024,18:38:53,1,PZ
TIENDA 2,1887574,3000550,600602,Refrescos - Pe�afiel - Sabores,Producto 393,16.71,07/06/2024,18:38:53,1,PZ
TIENDA 2,1887574,1701017,3402,Dulces - Chocolates,Producto 1197,11.33,07/06/2024,18:38:53,1,PZ
TIENDA 2,1887575,3701501,740214,Vinos y Licores - Destilados - Licores y Cremas,Producto 1605,433.5,07/06/2024,18:39:37,1,PZ
TIENDA 2,1887575,1703035,3402,Dulces - Chocolates,Producto 1329,12.28,07/06/2024,18:39:37,1,PZ
TIENDA 2,1887576,1501163,300212,Botanas - Sabritas - Extruidos,Producto 214,29.27,07/06/2024,18:42:23,1,PZ
TIENDA 2,1887576,3000059,600202,Refrescos - Coca Cola - Colas,Producto 10,21.1,07/06/2024,18:42:23,1,PZ
TIENDA 2,1887576,1300093,260204,Agua - Natural - E Pura,Producto 86,18.36,07/06/2024,18:42:23,1,PZ
TIENDA 2,1887577,3000630,600604,Refrescos - Pe�afiel - Mineral,Producto 1853,50.12,07/06/2024,18:43:15,3,PZ
TIENDA 2,1887577,1500459,300202,Botanas - Sabritas - Papas,Producto 459,44.39,07/06/2024,18:43:15,1,PZ
TIENDA 2,1887578,1102110,220604,Abarrotes - No Comestible - Desechables,Producto 67,14.07,07/06/2024,18:45:22,4,PZ
TIENDA 2,1887578,1299999,260202,Agua - Natural - Bonafont,Producto 880,24.99,07/06/2024,18:45:22,1,PZ
TIENDA 2,1887578,3000700,600202,Refrescos - Coca Cola - Colas,Producto 41,23.75,07/06/2024,18:45:22,1,PZ
TIENDA 2,1887579,1600650,320202,Cerveza - Nacional - Pieza,Producto 753,30.77,07/06/2024,18:46:28,1,PZ
TIENDA 2,1887579,1700449,3404,Dulces - Goma De Mascar,Producto 913,32.54,07/06/2024,18:46:28,1,PZ
TIENDA 2,1887580,1300274,260208,Agua - Natural - Otras Marcas,Producto 273,11.73,07/06/2024,18:48:32,1,PZ
TIENDA 2,1887580,1400039,280602,Bebidas - Isotonicos - Isotonicos,Producto 14,23.75,07/06/2024,18:48:32,1,PZ
TIENDA 2,1887581,1501281,300214,Botanas - Sabritas - Semillas y Cacahuates,Producto 1998,24.55,07/06/2024,18:49:52,1,PZ
TIENDA 2,1887581,1400039,280602,Bebidas - Isotonicos - Isotonicos,Producto 14,23.75,07/06/2024,18:49:52,1,PZ
TIENDA 2,1887582,3000209,600602,Refrescos - Pe�afiel - Sabores,Producto 1118,16.27,07/06/2024,18:51:04,1,PZ
TIENDA 2,1887582,1900154,380202,Helados - Holanda - Paletas Agua,Producto 786,18.87,07/06/2024,18:51:04,1,PZ
TIENDA 2,1887583,1400119,280202,Bebidas - Te - Te,Producto 630,16.71,07/06/2024,18:55:01,1,PZ
TIENDA 2,1887584,2799996,560202,Recargas - Telefonicas - Telcel,Producto 539,43.96,07/06/2024,18:55:52,1,SER
TIENDA 2,1887585,4100014,8202,Bebidas Calientes - Americano,Producto 1087,18.46,07/06/2024,18:56:53,1,PZ
TIENDA 2,1887585,4300761,8604,Comida Rapida - Pan Del Dia,Producto 173,20.78,07/06/2024,18:56:53,12,PZ
TIENDA 2,1887586,1300015,260410,Agua - Saborizada - Otras Marcas,Producto 1777,23.97,07/06/2024,18:57:06,1,PZ
TIENDA 2,1887586,1300015,260410,Agua - Saborizada - Otras Marcas,Producto 1777,23.97,07/06/2024,18:57:06,1,PZ
TIENDA 2,1887587,1101941,7802,Promocionales y Servicio - Articulos Promocionales,Producto 366,13.19,07/06/2024,18:58:24,1,PZ
TIENDA 2,1887587,3700221,740602,Vinos y Licores - Coolers - Rtd�S,Producto 783,94.96,07/06/2024,18:58:24,3,PZ
TIENDA 2,1887587,1600196,320202,Cerveza - Nacional - Pieza,Producto 937,19.35,07/06/2024,18:58:24,1,PZ
TIENDA 2,1887587,1600196,320202,Cerveza - Nacional - Pieza,Producto 937,19.35,07/06/2024,18:58:24,1,PZ
TIENDA 2,1887588,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,172.35,07/06/2024,18:59:54,12,PZ
TIENDA 2,1887588,3700508,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1999,33.42,07/06/2024,18:59:54,1,PZ
TIENDA 2,1887588,3700508,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1999,33.42,07/06/2024,18:59:54,1,PZ
TIENDA 2,1887588,1701586,3412,Dulces - Caramelo,Producto 1797,18.89,07/06/2024,18:59:54,1,PZ
TIENDA 2,1887588,1702112,3412,Dulces - Caramelo,Producto 2000,18.89,07/06/2024,18:59:54,1,PZ
TIENDA 2,1887588,3500341,7010,Tabaco - Tabacos JTI,Producto 323,71.23,07/06/2024,18:59:54,1,PZ
TIENDA 2,1887589,1300094,260204,Agua - Natural - E Pura,Producto 37,19.89,07/06/2024,19:01:46,1,PZ
TIENDA 2,1887589,4200171,8404,Bebidas Frias - Frappes,Producto 8,94.96,07/06/2024,19:01:46,4,PZ
TIENDA 2,1887589,4200221,8404,Bebidas Frias - Frappes,Producto 194,16.71,07/06/2024,19:01:46,1,PZ
TIENDA 2,1887589,1400033,280602,Bebidas - Isotonicos - Isotonicos,Producto 97,42.21,07/06/2024,19:01:46,2,PZ
TIENDA 2,1887590,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,07/06/2024,19:02:12,1,PZ
TIENDA 2,1887590,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,07/06/2024,19:02:12,1,PZ
TIENDA 2,1887591,3702471,740406,Vinos y Licores - Vinos - Tintos,Producto 2001,275.23,07/06/2024,19:04:15,1,PZ
TIENDA 2,1887591,1900430,380404,Helados - Nestle - Paletas Leche,Producto 179,31.11,07/06/2024,19:04:15,1,PZ
TIENDA 2,1887591,1702763,3404,Dulces - Goma De Mascar,Producto 98,13.19,07/06/2024,19:04:15,1,PZ
TIENDA 2,1887592,1701732,3402,Dulces - Chocolates,Producto 1987,66.11,07/06/2024,19:05:06,1,PZ
TIENDA 2,1887592,1700315,3402,Dulces - Chocolates,Producto 1141,26.45,07/06/2024,19:05:06,1,PZ
TIENDA 2,1887593,1400038,280602,Bebidas - Isotonicos - Isotonicos,Producto 227,30.77,07/06/2024,19:06:17,1,PZ
TIENDA 2,1887594,1300311,260206,Agua - Natural - Ciel,Producto 7,19.38,07/06/2024,19:06:45,1,PZ
TIENDA 2,1887595,1400360,280402,Bebidas - Energizantes - Energizantes,Producto 93,17.15,07/06/2024,19:15:02,1,PZ
TIENDA 2,1887596,2100491,4204,Jugos - Jugo De Frutas,Producto 775,24.48,07/06/2024,19:17:15,1,PZ
TIENDA 2,1887596,2100649,4204,Jugos - Jugo De Frutas,Producto 1566,18.87,07/06/2024,19:17:15,1,PZ
TIENDA 2,1887596,1400119,280202,Bebidas - Te - Te,Producto 630,16.71,07/06/2024,19:17:15,1,PZ
TIENDA 2,1887596,3500100,7002,Tabaco - Tabacos Bat,Producto 624,72.1,07/06/2024,19:17:15,1,PZ
TIENDA 2,1887597,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,07/06/2024,19:18:37,1,PZ
TIENDA 2,1887597,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,07/06/2024,19:18:37,1,PZ
TIENDA 2,1887597,1500221,300208,Botanas - Sabritas - Maiz,Producto 430,70.83,07/06/2024,19:18:37,1,PZ
TIENDA 2,1887598,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,07/06/2024,19:19:11,1,PZ
TIENDA 2,1887599,3000221,600404,Refrescos - Pepsi - Sabores,Producto 44,14.95,07/06/2024,19:19:32,1,PZ
TIENDA 2,1887599,2501142,5006,Pan y Galletas - Galletas,Producto 125,26.45,07/06/2024,19:19:32,1,PZ
TIENDA 2,1887599,4301695,8646,COMIDA RAPIDA - EUROPASTRY,Producto 53,23.46,07/06/2024,19:19:32,1,PZ
TIENDA 2,1887600,1500439,300602,Botanas - Regionales - Papas,Producto 1858,25.5,07/06/2024,19:19:53,1,PZ
TIENDA 2,1887601,2200025,440210,Lacteos y Embutidos - Lacteos - Caf� Con Leche,Producto 1802,37.23,07/06/2024,19:20:21,1,PZ
TIENDA 2,1887601,2200025,440210,Lacteos y Embutidos - Lacteos - Caf� Con Leche,Producto 1802,37.23,07/06/2024,19:20:21,1,PZ
TIENDA 2,1887601,2200026,440210,Lacteos y Embutidos - Lacteos - Caf� Con Leche,Producto 1776,37.23,07/06/2024,19:20:21,1,PZ
TIENDA 2,1887602,3500411,7002,Tabaco - Tabacos Bat,Producto 1360,65.07,07/06/2024,19:21:58,1,PZ
TIENDA 2,1887602,3500086,7008,Tabaco - Encendedores y Cerillos,Producto 47,10.55,07/06/2024,19:21:58,1,PZ
TIENDA 2,1887603,1600090,320202,Cerveza - Nacional - Pieza,Producto 726,30.33,07/06/2024,19:22:26,1,PZ
TIENDA 2,1887603,1600146,320202,Cerveza - Nacional - Pieza,Producto 773,30.33,07/06/2024,19:22:26,1,PZ
TIENDA 2,1887604,1400027,280602,Bebidas - Isotonicos - Isotonicos,Producto 106,30.77,07/06/2024,19:26:09,1,PZ
TIENDA 2,1887605,4101313,8204,Bebidas Calientes - Capuchino,Producto 165,24.62,07/06/2024,19:31:55,1,PZ
TIENDA 2,1887606,3500139,7004,Tabaco - Tabacos Pm,Producto 318,72.1,07/06/2024,19:32:15,1,PZ
TIENDA 2,1887607,1999994,4002,Hielo - Hielo,Producto 1743,29.58,07/06/2024,19:34:38,1,PZ
TIENDA 2,1887607,3499992,7004,Tabaco - Tabacos Pm,Producto 472,72.1,07/06/2024,19:34:38,1,PZ
TIENDA 2,1887608,3500390,7004,Tabaco - Tabacos Pm,Producto 779,66.83,07/06/2024,19:35:16,1,PZ
TIENDA 2,1887608,1700531,3402,Dulces - Chocolates,Producto 1798,25.5,07/06/2024,19:35:16,1,PZ
TIENDA 2,1887609,3000500,600604,Refrescos - Pe�afiel - Mineral,Producto 1828,14.07,07/06/2024,19:36:46,1,PZ
TIENDA 2,1887610,3702913,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1888,28.14,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887610,1400264,280602,Bebidas - Isotonicos - Isotonicos,Producto 409,22.44,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887610,1800273,280602,Bebidas - Isotonicos - Isotonicos,Producto 467,22.44,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887610,1502161,300402,Botanas - Barcel - Papas,Producto 1795,61.39,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887610,3700942,740406,Vinos y Licores - Vinos - Tintos,Producto 1939,500.33,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887610,3702843,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1877,18.46,07/06/2024,19:43:25,1,PZ
TIENDA 2,1887611,1600771,320202,Cerveza - Nacional - Pieza,Producto 693,126.62,07/06/2024,19:45:55,4,PZ
TIENDA 2,1887611,1600660,320202,Cerveza - Nacional - Pieza,Producto 818,21.1,07/06/2024,19:45:55,1,PZ
TIENDA 2,1887611,1600770,320402,Cerveza - Importada - Pieza,Producto 1032,34.29,07/06/2024,19:45:55,1,PZ
TIENDA 2,1887611,1300223,260602,Agua - Funcional - Funcionales,Producto 260,30.09,07/06/2024,19:45:55,1,PZ
TIENDA 2,1887611,1501871,300202,Botanas - Sabritas - Papas,Producto 1955,70.83,07/06/2024,19:45:55,1,PZ
TIENDA 2,1887611,1500243,300208,Botanas - Sabritas - Maiz,Producto 1867,21.73,07/06/2024,19:45:55,1,PZ
TIENDA 2,1887612,3700383,740602,Vinos y Licores - Coolers - Rtd�S,Producto 826,34.29,07/06/2024,19:46:45,1,PZ
TIENDA 2,1887612,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,07/06/2024,19:46:45,1,PZ
TIENDA 2,1887612,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,07/06/2024,19:46:45,1,PZ
TIENDA 2,1887612,1701643,3418,Dulces - Dulces Regionales,Producto 1878,10.39,07/06/2024,19:46:45,1,PZ
TIENDA 2,1887613,3000341,600602,Refrescos - Pe�afiel - Sabores,Producto 1839,28.58,07/06/2024,19:48:07,1,PZ
TIENDA 2,1887613,3000243,600204,Refrescos - Coca Cola - Sabores,Producto 457,16.71,07/06/2024,19:48:07,1,PZ
TIENDA 2,1887613,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,66.83,07/06/2024,19:48:07,1,PZ
TIENDA 2,1887613,1700531,3402,Dulces - Chocolates,Producto 1798,25.5,07/06/2024,19:48:07,1,PZ
TIENDA 2,1887614,2500610,5004,Pan y Galletas - Pastelitos,Producto 187,34,07/06/2024,19:48:48,1,PZ
TIENDA 2,1887614,1701985,3402,Dulces - Chocolates,Producto 1480,26.45,07/06/2024,19:48:48,1,PZ
TIENDA 2,1887614,1400116,280202,Bebidas - Te - Te,Producto 1817,16.27,07/06/2024,19:48:48,1,PZ
TIENDA 2,1887615,3500390,7004,Tabaco - Tabacos Pm,Producto 779,66.83,07/06/2024,19:50:40,1,PZ
TIENDA 2,1887616,1600500,320202,Cerveza - Nacional - Pieza,Producto 698,29.02,07/06/2024,19:53:33,1,PZ
TIENDA 2,1887616,1600500,320202,Cerveza - Nacional - Pieza,Producto 698,29.02,07/06/2024,19:53:33,1,PZ
TIENDA 2,1887616,1600137,320402,Cerveza - Importada - Pieza,Producto 720,96.73,07/06/2024,19:53:33,6,PZ
TIENDA 2,1887616,1500082,300610,Botanas - Regionales - Maiz,Producto 540,64.22,07/06/2024,19:53:33,1,PZ
TIENDA 2,1887617,1400034,280602,Bebidas - Isotonicos - Isotonicos,Producto 12,30.77,07/06/2024,19:54:09,1,PZ
TIENDA 2,1887618,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,98.48,07/06/2024,19:54:31,6,PZ
TIENDA 2,1887619,1501500,300402,Botanas - Barcel - Papas,Producto 508,27.86,07/06/2024,19:56:05,1,PZ
TIENDA 2,1887619,3500931,7004,Tabaco - Tabacos Pm,Producto 131,45.73,07/06/2024,19:56:05,1,PZ
TIENDA 2,1887619,3000490,600402,Refrescos - Pepsi - Colas,Producto 192,14.95,07/06/2024,19:56:05,1,PZ
TIENDA 2,1887619,1300275,260208,Agua - Natural - Otras Marcas,Producto 193,14.79,07/06/2024,19:56:05,1,PZ
TIENDA 2,1887620,4200221,8404,Bebidas Frias - Frappes,Producto 194,16.71,07/06/2024,19:56:14,1,PZ
TIENDA 2,1887620,4200221,8404,Bebidas Frias - Frappes,Producto 194,16.71,07/06/2024,19:56:14,1,PZ
TIENDA 2,1887621,1500948,300602,Botanas - Regionales - Papas,Producto 1662,65.17,07/06/2024,19:57:19,1,PZ
TIENDA 2,1887621,1300311,260206,Agua - Natural - Ciel,Producto 7,19.38,07/06/2024,19:57:19,1,PZ
TIENDA 2,1887621,1701212,3406,Dulces - Pastillas Refrescantes,Producto 325,11.33,07/06/2024,19:57:19,1,PZ
TIENDA 2,1887621,2800184,560406,Recargas - Datos - Telcel Paquete,Producto 65,87.93,07/06/2024,19:57:19,1,SER
TIENDA 2,1887622,1700036,3402,Dulces - Chocolates,Producto 1601,31.64,07/06/2024,20:00:02,1,PZ
TIENDA 2,1887622,1702281,3404,Dulces - Goma De Mascar,Producto 1882,9.67,07/06/2024,20:00:02,1,PZ
TIENDA 2,1887623,2200850,440210,Lacteos y Embutidos - Lacteos - Caf� Con Leche,Producto 1769,38.76,07/06/2024,20:00:25,1,PZ
TIENDA 2,1887624,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,07/06/2024,20:00:50,1,PZ
TIENDA 2,1887624,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,07/06/2024,20:00:50,1,PZ
TIENDA 2,1887625,1501434,300408,Botanas - Barcel - Maiz,Producto 307,48.16,07/06/2024,20:01:34,1,PZ
TIENDA 2,1887626,3000165,600402,Refrescos - Pepsi - Colas,Producto 329,14.95,07/06/2024,20:02:08,1,PZ
TIENDA 2,1887627,3500138,7004,Tabaco - Tabacos Pm,Producto 52,72.1,07/06/2024,20:02:59,1,PZ
TIENDA 2,1887627,3500138,7004,Tabaco - Tabacos Pm,Producto 52,72.1,07/06/2024,20:02:59,1,PZ
TIENDA 2,1887627,1500248,300208,Botanas - Sabritas - Maiz,Producto 314,44.39,07/06/2024,20:02:59,1,PZ
TIENDA 2,1887628,3701720,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1080,27.7,07/06/2024,20:04:00,1,PZ
TIENDA 2,1887628,1300268,600206,Refrescos - Coca Cola - Mineral,Producto 491,26.38,07/06/2024,20:04:00,1,PZ
TIENDA 2,1887628,3700080,740204,Vinos y Licores - Destilados - Brandy,Producto 1972,38.69,07/06/2024,20:04:00,1,PZ
TIENDA 2,1887628,3700080,740204,Vinos y Licores - Destilados - Brandy,Producto 1972,38.69,07/06/2024,20:04:00,1,PZ
TIENDA 2,1887628,3500128,7004,Tabaco - Tabacos Pm,Producto 927,54.52,07/06/2024,20:04:00,1,PZ
TIENDA 2,1887629,1100689,220202,"Abarrotes - Comestibles - Aderezos,Salsas y Aceites",Producto 345,42.84,07/06/2024,20:04:42,1,PZ
TIENDA 2,1887629,1501251,300208,Botanas - Sabritas - Maiz,Producto 1301,23.61,07/06/2024,20:04:42,1,PZ
TIENDA 2,1887629,1600503,320202,Cerveza - Nacional - Pieza,Producto 789,29.02,07/06/2024,20:04:42,1,PZ
TIENDA 2,1887629,1600503,320202,Cerveza - Nacional - Pieza,Producto 789,29.02,07/06/2024,20:04:42,1,PZ
TIENDA 2,1887629,1703312,3410,Dulces - Gomitas,Producto 729,37.78,07/06/2024,20:04:42,1,PZ
TIENDA 2,1887630,1400382,280402,Bebidas - Energizantes - Energizantes,Producto 1937,41.33,07/06/2024,20:06:00,1,PZ
TIENDA 2,1887630,1400382,280402,Bebidas - Energizantes - Energizantes,Producto 1937,41.33,07/06/2024,20:06:00,1,PZ
TIENDA 2,1887630,1400381,280202,Bebidas - Te - Te,Producto 1785,36.93,07/06/2024,20:06:00,1,PZ
TIENDA 2,1887630,1600142,320202,Cerveza - Nacional - Pieza,Producto 744,28.14,07/06/2024,20:06:00,1,PZ
TIENDA 2,1887630,1501902,300202,Botanas - Sabritas - Papas,Producto 1821,70.83,07/06/2024,20:06:00,1,PZ
TIENDA 2,1887631,1501065,300414,Botanas - Barcel - Semillas y Cacahuates,Producto 1033,23.61,07/06/2024,20:06:25,1,PZ
TIENDA 2,1887631,2300043,4604,Mascotas - Alimento Gatos,Producto 1153,14.07,07/06/2024,20:06:25,1,PZ
TIENDA 2,1887631,2300043,4604,Mascotas - Alimento Gatos,Producto 1153,14.07,07/06/2024,20:06:25,1,PZ
TIENDA 2,1887632,1300042,260406,Agua - Saborizada - Be Light,Producto 619,20.23,07/06/2024,20:06:56,1,PZ
TIENDA 2,1887632,1102110,220604,Abarrotes - No Comestible - Desechables,Producto 67,3.52,07/06/2024,20:06:56,1,PZ
