Tienda,Ticket,Material,Grupo art.,Denominacion 2 del gr.articulos,Producto,Venta,Fecha Vta,Hora Vta,Cantidad,UMB
TIENDA 4,2685966,1900027,380404,Helados - Nestle - Paletas Leche,Producto 725,23.46,04/06/2024,21:23:07,1,PZ
TIENDA 4,2685966,2100351,4208,Jugos - Bebida Refrescante,Producto 270,15.3,04/06/2024,21:23:07,1,PZ
TIENDA 4,2685966,1701764,3404,Dulces - Goma De Mascar,Producto 2266,10.55,04/06/2024,21:23:07,1,PZ
TIENDA 4,2685967,1700406,3406,Dulces - Pastillas Refrescantes,Producto 62,11.33,04/06/2024,21:23:16,1,PZ
TIENDA 4,2685968,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,119.58,04/06/2024,21:23:45,12,PZ
TIENDA 4,2685969,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,21:24:13,6,PZ
TIENDA 4,2685970,2100655,4204,Jugos - Jugo De Frutas,Producto 28,35.7,04/06/2024,21:24:24,1,PZ
TIENDA 4,2685970,1600142,320202,Cerveza - Nacional - Pieza,Producto 744,28.14,04/06/2024,21:24:24,1,PZ
TIENDA 4,2685971,3000704,600204,Refrescos - Coca Cola - Sabores,Producto 56,28.14,04/06/2024,21:24:43,1,PZ
TIENDA 4,2685971,1999994,4002,Hielo - Hielo,Producto 1743,29.58,04/06/2024,21:24:43,1,PZ
TIENDA 4,2685972,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,04/06/2024,21:25:30,1,PZ
TIENDA 4,2685972,1400330,280402,Bebidas - Energizantes - Energizantes,Producto 1824,45.73,04/06/2024,21:25:30,2,PZ
TIENDA 4,2685973,2500170,5002,Pan y Galletas - Pan,Producto 34,26.45,04/06/2024,21:26:04,1,PZ
TIENDA 4,2685973,2100060,4208,Jugos - Bebida Refrescante,Producto 217,29.07,04/06/2024,21:26:04,1,PZ
TIENDA 4,2685973,4101311,8204,Bebidas Calientes - Capuchino,Producto 133,26.38,04/06/2024,21:26:04,1,PZ
TIENDA 4,2685974,1400623,280202,Bebidas - Te - Te,Producto 1515,17.85,04/06/2024,21:26:43,1,PZ
TIENDA 4,2685974,1400130,280202,Bebidas - Te - Te,Producto 198,20.4,04/06/2024,21:26:43,1,PZ
TIENDA 4,2685974,2800180,560406,Recargas - Datos - Telcel Paquete,Producto 201,17.58,04/06/2024,21:26:43,1,SER
TIENDA 4,2685975,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,21:27:55,6,PZ
TIENDA 4,2685975,3700109,740602,Vinos y Licores - Coolers - Rtd�S,Producto 841,27.7,04/06/2024,21:27:55,1,PZ
TIENDA 4,2685975,3700108,740602,Vinos y Licores - Coolers - Rtd�S,Producto 911,27.7,04/06/2024,21:27:55,1,PZ
TIENDA 4,2685975,3700108,740602,Vinos y Licores - Coolers - Rtd�S,Producto 911,27.7,04/06/2024,21:27:55,1,PZ
TIENDA 4,2685975,3701720,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1080,27.7,04/06/2024,21:27:55,1,PZ
TIENDA 4,2685976,1502014,300402,Botanas - Barcel - Papas,Producto 706,59.5,04/06/2024,21:29:09,1,PZ
TIENDA 4,2685976,3700234,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1443,106.4,04/06/2024,21:29:09,1,PZ
TIENDA 4,2685977,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,196.96,04/06/2024,21:29:55,12,PZ
TIENDA 4,2685977,1701212,3406,Dulces - Pastillas Refrescantes,Producto 325,11.33,04/06/2024,21:29:55,1,PZ
TIENDA 4,2685978,1600099,320202,Cerveza - Nacional - Pieza,Producto 1316,184.65,04/06/2024,21:31:12,24,PZ
TIENDA 4,2685978,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,86.17,04/06/2024,21:31:12,6,PZ
TIENDA 4,2685978,1702081,3404,Dulces - Goma De Mascar,Producto 2257,21.98,04/06/2024,21:31:12,1,PZ
TIENDA 4,2685978,1701212,3406,Dulces - Pastillas Refrescantes,Producto 325,11.33,04/06/2024,21:31:12,1,PZ
TIENDA 4,2685979,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,86.17,04/06/2024,21:32:02,6,PZ
TIENDA 4,2685979,4200171,8404,Bebidas Frias - Frappes,Producto 8,47.48,04/06/2024,21:32:02,2,PZ
TIENDA 4,2685979,1702764,3404,Dulces - Goma De Mascar,Producto 1659,13.19,04/06/2024,21:32:02,1,PZ
TIENDA 4,2685980,3000056,600202,Refrescos - Coca Cola - Colas,Producto 108,46.6,04/06/2024,21:32:51,1,PZ
TIENDA 4,2685981,2800182,560406,Recargas - Datos - Telcel Paquete,Producto 88,43.96,04/06/2024,21:33:36,1,SER
TIENDA 4,2685982,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,04/06/2024,21:33:53,1,PZ
TIENDA 4,2685983,1500568,300202,Botanas - Sabritas - Papas,Producto 298,70.83,04/06/2024,21:34:35,1,PZ
TIENDA 4,2685983,1600590,320206,Cerveza - Nacional - Pack,Producto 1466,167.07,04/06/2024,21:34:35,1,PZ
TIENDA 4,2685984,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,04/06/2024,21:34:57,1,PZ
TIENDA 4,2685984,3000257,600404,Refrescos - Pepsi - Sabores,Producto 650,17.15,04/06/2024,21:34:57,1,PZ
TIENDA 4,2685984,1300273,260208,Agua - Natural - Otras Marcas,Producto 922,16.83,04/06/2024,21:34:57,1,PZ
TIENDA 4,2685984,1700909,3408,Dulces - Enchilados,Producto 1929,6.61,04/06/2024,21:34:57,2,PZ
TIENDA 4,2685985,2100540,4204,Jugos - Jugo De Frutas,Producto 230,30.6,04/06/2024,21:35:47,1,PZ
TIENDA 4,2685986,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,98.48,04/06/2024,21:36:38,6,PZ
TIENDA 4,2685987,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,86.17,04/06/2024,21:37:59,6,PZ
TIENDA 4,2685988,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,04/06/2024,21:38:44,1,PZ
TIENDA 4,2685988,3000165,600402,Refrescos - Pepsi - Colas,Producto 329,14.95,04/06/2024,21:38:44,1,PZ
TIENDA 4,2685989,1501165,300212,Botanas - Sabritas - Extruidos,Producto 277,21.73,04/06/2024,21:40:33,1,PZ
TIENDA 4,2685990,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,21:41:31,6,PZ
TIENDA 4,2685990,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,21:41:31,6,PZ
TIENDA 4,2685991,1600014,320202,Cerveza - Nacional - Pieza,Producto 752,133.65,04/06/2024,21:43:05,12,PZ
TIENDA 4,2685992,3500115,7004,Tabaco - Tabacos Pm,Producto 304,72.1,04/06/2024,21:43:28,1,PZ
TIENDA 4,2685993,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,21:44:08,6,PZ
TIENDA 4,2685994,1701608,3404,Dulces - Goma De Mascar,Producto 1728,21.98,04/06/2024,21:45:07,1,PZ
TIENDA 4,2685994,1600480,320202,Cerveza - Nacional - Pieza,Producto 1874,135.42,04/06/2024,21:45:07,4,PZ
TIENDA 4,2685995,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,04/06/2024,21:45:51,1,PZ
TIENDA 4,2685996,2300034,4604,Mascotas - Alimento Gatos,Producto 528,31.65,04/06/2024,21:46:44,3,PZ
TIENDA 4,2685996,2300034,4604,Mascotas - Alimento Gatos,Producto 528,14.07,04/06/2024,21:46:44,1,PZ
TIENDA 4,2685997,1400300,280402,Bebidas - Energizantes - Energizantes,Producto 18,19.79,04/06/2024,21:47:12,1,PZ
TIENDA 4,2685998,1600590,320206,Cerveza - Nacional - Pack,Producto 1466,167.07,04/06/2024,21:48:15,1,PZ
TIENDA 4,2685999,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,98.48,04/06/2024,21:48:46,6,PZ
TIENDA 4,2685999,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,42.21,04/06/2024,21:48:46,2,PZ
TIENDA 4,2685999,1600504,320202,Cerveza - Nacional - Pieza,Producto 1487,21.1,04/06/2024,21:48:46,1,PZ
TIENDA 4,2686000,1600095,320202,Cerveza - Nacional - Pieza,Producto 727,25.5,04/06/2024,21:49:42,1,PZ
TIENDA 4,2686000,1600093,320202,Cerveza - Nacional - Pieza,Producto 1948,43.96,04/06/2024,21:49:42,1,PZ
TIENDA 4,2686001,1600137,320402,Cerveza - Importada - Pieza,Producto 720,193.45,04/06/2024,21:50:31,12,PZ
TIENDA 4,2686002,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,21:51:22,1,PZ
TIENDA 4,2686003,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,04/06/2024,21:53:56,1,PZ
TIENDA 4,2686003,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,21.1,04/06/2024,21:53:56,1,PZ
TIENDA 4,2686003,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,19.35,04/06/2024,21:53:56,1,PZ
TIENDA 4,2686004,4200221,8404,Bebidas Frias - Frappes,Producto 194,16.71,04/06/2024,21:55:39,1,PZ
TIENDA 4,2686004,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,21:55:39,1,PZ
TIENDA 4,2686004,3500830,7004,Tabaco - Tabacos Pm,Producto 435,51.88,04/06/2024,21:55:39,1,PZ
TIENDA 4,2686004,1702693,3418,Dulces - Dulces Regionales,Producto 2064,7.08,04/06/2024,21:55:39,1,PZ
TIENDA 4,2686004,1702693,3418,Dulces - Dulces Regionales,Producto 2064,7.08,04/06/2024,21:55:39,1,PZ
TIENDA 4,2686004,1700149,3402,Dulces - Chocolates,Producto 151,15.11,04/06/2024,21:55:39,2,PZ
TIENDA 4,2686005,3000165,600402,Refrescos - Pepsi - Colas,Producto 329,14.95,04/06/2024,21:56:42,1,PZ
TIENDA 4,2686005,2800037,560212,Recargas - Telefonicas - Unefon,Producto 1702,131.9,04/06/2024,21:56:42,1,SER
TIENDA 4,2686006,1600092,320202,Cerveza - Nacional - Pieza,Producto 894,83.54,04/06/2024,21:57:03,6,PZ
TIENDA 4,2686007,1101941,7802,Promocionales y Servicio - Articulos Promocionales,Producto 366,13.19,04/06/2024,21:57:19,1,PZ
TIENDA 4,2686008,2300060,4602,Mascotas - Alimento Perros,Producto 1635,13.19,04/06/2024,21:57:55,1,PZ
TIENDA 4,2686008,2300060,4602,Mascotas - Alimento Perros,Producto 1635,13.19,04/06/2024,21:57:55,1,PZ
TIENDA 4,2686008,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,21:57:55,1,PZ
TIENDA 4,2686009,1500630,300408,Botanas - Barcel - Maiz,Producto 618,22.66,04/06/2024,21:58:30,1,PZ
TIENDA 4,2686009,2100148,4206,Jugos - Jugo De Verduras,Producto 2259,15.3,04/06/2024,21:58:30,1,PZ
TIENDA 4,2686009,2502034,5006,Pan y Galletas - Galletas,Producto 70,36.83,04/06/2024,21:58:30,1,PZ
TIENDA 4,2686010,3000010,600206,Refrescos - Coca Cola - Mineral,Producto 26,21.98,04/06/2024,21:58:53,1,PZ
TIENDA 4,2686011,1600146,320202,Cerveza - Nacional - Pieza,Producto 773,60.67,04/06/2024,21:59:12,2,PZ
TIENDA 4,2686011,1600503,320202,Cerveza - Nacional - Pieza,Producto 789,29.02,04/06/2024,21:59:12,1,PZ
TIENDA 4,2686012,1300440,260404,Agua - Saborizada - Juizzy,Producto 441,22.44,04/06/2024,22:00:02,1,PZ
TIENDA 4,2686012,1300273,260208,Agua - Natural - Otras Marcas,Producto 922,16.83,04/06/2024,22:00:02,1,PZ
TIENDA 4,2686012,1300053,260202,Agua - Natural - Bonafont,Producto 171,24.48,04/06/2024,22:00:02,1,PZ
TIENDA 4,2686012,1300053,260202,Agua - Natural - Bonafont,Producto 171,24.48,04/06/2024,22:00:02,1,PZ
TIENDA 4,2686013,1600014,320202,Cerveza - Nacional - Pieza,Producto 752,66.83,04/06/2024,22:00:38,6,PZ
TIENDA 4,2686014,3000704,600204,Refrescos - Coca Cola - Sabores,Producto 56,28.14,04/06/2024,22:01:36,1,PZ
TIENDA 4,2686014,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,98.48,04/06/2024,22:01:36,6,PZ
TIENDA 4,2686015,3000258,600404,Refrescos - Pepsi - Sabores,Producto 461,14.95,04/06/2024,22:03:51,1,PZ
TIENDA 4,2686015,4300106,8610,Comida Rapida - Comida Rapida y Snacks,Producto 634,21.73,04/06/2024,22:03:51,1,PZ
TIENDA 4,2686015,4300106,8610,Comida Rapida - Comida Rapida y Snacks,Producto 634,21.73,04/06/2024,22:03:51,1,PZ
TIENDA 4,2686016,3702371,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1640,37.81,04/06/2024,22:04:47,1,PZ
TIENDA 4,2686016,3701569,740602,Vinos y Licores - Coolers - Rtd�S,Producto 1442,37.81,04/06/2024,22:04:47,1,PZ
TIENDA 4,2686017,1700315,3402,Dulces - Chocolates,Producto 1141,26.45,04/06/2024,22:05:00,1,PZ
TIENDA 4,2686018,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,11.87,04/06/2024,22:05:36,1,PZ
TIENDA 4,2686019,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,04/06/2024,22:06:08,1,PZ
TIENDA 4,2686019,2300120,4602,Mascotas - Alimento Perros,Producto 413,13.19,04/06/2024,22:06:08,1,PZ
TIENDA 4,2686020,2100655,4204,Jugos - Jugo De Frutas,Producto 28,35.7,04/06/2024,22:09:18,1,PZ
TIENDA 4,2686021,1600503,320202,Cerveza - Nacional - Pieza,Producto 789,29.02,04/06/2024,22:10:11,1,PZ
TIENDA 4,2686022,3702821,740602,Vinos y Licores - Coolers - Rtd�S,Producto 771,26.38,04/06/2024,22:11:06,1,PZ
TIENDA 4,2686023,2300004,4602,Mascotas - Alimento Perros,Producto 556,13.19,04/06/2024,22:12:45,1,PZ
TIENDA 4,2686023,2300004,4602,Mascotas - Alimento Perros,Producto 556,13.19,04/06/2024,22:12:45,1,PZ
TIENDA 4,2686024,1600500,320202,Cerveza - Nacional - Pieza,Producto 698,29.02,04/06/2024,22:13:13,1,PZ
TIENDA 4,2686025,1300005,260206,Agua - Natural - Ciel,Producto 73,20.4,04/06/2024,22:14:52,1,PZ
TIENDA 4,2686025,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,98.48,04/06/2024,22:14:52,6,PZ
TIENDA 4,2686026,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,258.52,04/06/2024,22:15:53,18,PZ
TIENDA 4,2686027,1501163,300212,Botanas - Sabritas - Extruidos,Producto 214,29.27,04/06/2024,22:17:52,1,PZ
TIENDA 4,2686027,3000059,600202,Refrescos - Coca Cola - Colas,Producto 10,33.42,04/06/2024,22:17:52,2,PZ
TIENDA 4,2686028,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,22:18:47,1,PZ
TIENDA 4,2686028,2200143,440214,Lacteos y Embutidos - Lacteos - Leche Uht,Producto 2267,32.64,04/06/2024,22:18:47,1,PZ
TIENDA 4,2686028,2200213,440404,Lacteos y Embutidos - Embutidos - Jamon y Carnes,Producto 2319,39.78,04/06/2024,22:18:47,1,PZ
TIENDA 4,2686028,1103190,220210,Abarrotes - Comestibles - Canasta Basica,Producto 16,62.22,04/06/2024,22:18:47,1,PZ
TIENDA 4,2686029,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,478.35,04/06/2024,22:20:43,48,PZ
TIENDA 4,2686029,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,04/06/2024,22:20:43,1,PZ
TIENDA 4,2686029,2500170,5002,Pan y Galletas - Pan,Producto 34,26.45,04/06/2024,22:20:43,1,PZ
TIENDA 4,2686030,1600500,320202,Cerveza - Nacional - Pieza,Producto 698,29.02,04/06/2024,22:24:42,1,PZ
TIENDA 4,2686031,1501500,300402,Botanas - Barcel - Papas,Producto 508,27.86,04/06/2024,22:26:25,1,PZ
TIENDA 4,2686031,2100351,4208,Jugos - Bebida Refrescante,Producto 270,15.3,04/06/2024,22:26:25,1,PZ
TIENDA 4,2686031,1700396,3406,Dulces - Pastillas Refrescantes,Producto 489,11.33,04/06/2024,22:26:25,1,PZ
TIENDA 4,2686032,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,04/06/2024,22:26:52,1,PZ
TIENDA 4,2686033,3500830,7004,Tabaco - Tabacos Pm,Producto 435,51.88,04/06/2024,22:29:16,1,PZ
TIENDA 4,2686034,1700254,3402,Dulces - Chocolates,Producto 1437,13.7,04/06/2024,22:29:52,1,PZ
TIENDA 4,2686034,1700254,3402,Dulces - Chocolates,Producto 1437,13.7,04/06/2024,22:29:52,1,PZ
TIENDA 4,2686034,2200140,440214,Lacteos y Embutidos - Lacteos - Leche Uht,Producto 21,28.56,04/06/2024,22:29:52,1,PZ
TIENDA 4,2686035,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,22:30:14,6,PZ
TIENDA 4,2686036,4200221,8404,Bebidas Frias - Frappes,Producto 194,16.71,04/06/2024,22:31:44,1,PZ
TIENDA 4,2686036,3000520,600202,Refrescos - Coca Cola - Colas,Producto 1742,16.71,04/06/2024,22:31:44,1,PZ
TIENDA 4,2686037,3500390,7004,Tabaco - Tabacos Pm,Producto 779,66.83,04/06/2024,22:32:23,1,PZ
TIENDA 4,2686038,1800274,280602,Bebidas - Isotonicos - Isotonicos,Producto 400,31.62,04/06/2024,22:32:45,1,PZ
TIENDA 4,2686038,3000055,600202,Refrescos - Coca Cola - Colas,Producto 61,40.45,04/06/2024,22:32:45,1,PZ
TIENDA 4,2686039,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,22:34:37,1,PZ
TIENDA 4,2686039,2500751,5012,Pan y Galletas - Tostadas,Producto 1517,44.88,04/06/2024,22:34:37,1,PZ
TIENDA 4,2686040,1400034,280602,Bebidas - Isotonicos - Isotonicos,Producto 12,30.77,04/06/2024,22:38:17,1,PZ
TIENDA 4,2686040,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,66.83,04/06/2024,22:38:17,1,PZ
TIENDA 4,2686040,3000059,600202,Refrescos - Coca Cola - Colas,Producto 10,16.71,04/06/2024,22:38:17,1,PZ
TIENDA 4,2686041,3700474,740208,Vinos y Licores - Destilados - Ron,Producto 1012,225.1,04/06/2024,22:40:12,1,PZ
TIENDA 4,2686041,3500137,7004,Tabaco - Tabacos Pm,Producto 324,54.52,04/06/2024,22:40:12,1,PZ
TIENDA 4,2686041,3000167,600402,Refrescos - Pepsi - Colas,Producto 515,40.89,04/06/2024,22:40:12,1,PZ
TIENDA 4,2686041,3000027,600406,Refrescos - Pepsi - Mineral,Producto 769,21.1,04/06/2024,22:40:12,1,PZ
TIENDA 4,2686041,1999994,4002,Hielo - Hielo,Producto 1743,29.58,04/06/2024,22:40:12,1,PZ
TIENDA 4,2686042,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:43:05,1,PZ
TIENDA 4,2686042,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:43:05,1,PZ
TIENDA 4,2686043,1600480,320202,Cerveza - Nacional - Pieza,Producto 1874,67.71,04/06/2024,22:44:26,2,PZ
TIENDA 4,2686044,1600480,320202,Cerveza - Nacional - Pieza,Producto 1874,67.71,04/06/2024,22:45:13,2,PZ
TIENDA 4,2686045,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:45:39,1,PZ
TIENDA 4,2686046,1400682,280602,Bebidas - Isotonicos - Isotonicos,Producto 1312,39.57,04/06/2024,22:46:01,2,PZ
TIENDA 4,2686047,1300101,260802,Agua - Garrafon - Garrafon,Producto 860,79.14,04/06/2024,22:46:50,1,PZ
TIENDA 4,2686047,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:46:50,1,PZ
TIENDA 4,2686048,3000700,600202,Refrescos - Coca Cola - Colas,Producto 41,23.75,04/06/2024,22:47:29,1,PZ
TIENDA 4,2686048,1800901,3612,Farmacia - Bebes,Producto 1598,22.86,04/06/2024,22:47:29,1,PZ
TIENDA 4,2686048,1800901,3612,Farmacia - Bebes,Producto 1598,22.86,04/06/2024,22:47:29,1,PZ
TIENDA 4,2686048,1800901,3612,Farmacia - Bebes,Producto 1598,22.86,04/06/2024,22:47:29,1,PZ
TIENDA 4,2686049,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,22:48:30,1,PZ
TIENDA 4,2686049,2200073,440214,Lacteos y Embutidos - Lacteos - Leche Uht,Producto 113,24.48,04/06/2024,22:48:30,1,PZ
TIENDA 4,2686049,2500131,5006,Pan y Galletas - Galletas,Producto 1431,40.61,04/06/2024,22:48:30,1,PZ
TIENDA 4,2686050,1300273,260208,Agua - Natural - Otras Marcas,Producto 922,16.83,04/06/2024,22:48:57,1,PZ
TIENDA 4,2686051,1600196,320202,Cerveza - Nacional - Pieza,Producto 937,83.54,04/06/2024,22:51:20,6,PZ
TIENDA 4,2686052,1600394,320206,Cerveza - Nacional - Pack,Producto 689,164.43,04/06/2024,22:52:40,1,PZ
TIENDA 4,2686053,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:54:49,1,PZ
TIENDA 4,2686053,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:54:49,1,PZ
TIENDA 4,2686053,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,22:54:49,1,PZ
TIENDA 4,2686054,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,04/06/2024,22:56:05,1,PZ
TIENDA 4,2686054,3500521,7002,Tabaco - Tabacos Bat,Producto 332,66.83,04/06/2024,22:56:05,1,PZ
TIENDA 4,2686055,1700560,3402,Dulces - Chocolates,Producto 1575,17.94,04/06/2024,22:56:52,1,PZ
TIENDA 4,2686056,3000713,600804,Refrescos - Regionales - Sabores,Producto 1137,17.15,04/06/2024,22:58:44,1,PZ
TIENDA 4,2686056,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,69.46,04/06/2024,22:58:44,1,PZ
TIENDA 4,2686057,4303090,8666,COMIDA RAPIDA - BAKES,Producto 871,69.46,04/06/2024,22:58:56,1,PZ
TIENDA 4,2686058,4302420,8666,COMIDA RAPIDA - BAKES,Producto 855,66.83,04/06/2024,23:01:04,1,PZ
TIENDA 4,2686058,3000059,600202,Refrescos - Coca Cola - Colas,Producto 10,16.71,04/06/2024,23:01:04,1,PZ
TIENDA 4,2686059,2800184,560406,Recargas - Datos - Telcel Paquete,Producto 65,87.93,04/06/2024,23:04:51,1,SER
TIENDA 4,2686060,1501500,300402,Botanas - Barcel - Papas,Producto 508,27.86,04/06/2024,23:08:17,1,PZ
TIENDA 4,2686061,1600504,320202,Cerveza - Nacional - Pieza,Producto 1487,21.1,04/06/2024,23:09:15,1,PZ
TIENDA 4,2686062,1600015,320202,Cerveza - Nacional - Pieza,Producto 738,59.79,04/06/2024,23:11:27,6,PZ
TIENDA 4,2686062,1300005,260206,Agua - Natural - Ciel,Producto 73,20.4,04/06/2024,23:11:27,1,PZ
TIENDA 4,2686063,1400111,280202,Bebidas - Te - Te,Producto 1818,16.27,04/06/2024,23:11:49,1,PZ
TIENDA 4,2686063,1400111,280202,Bebidas - Te - Te,Producto 1818,16.27,04/06/2024,23:11:49,1,PZ
TIENDA 4,2686063,3500363,7002,Tabaco - Tabacos Bat,Producto 956,72.1,04/06/2024,23:11:49,1,PZ
TIENDA 4,2686064,3500610,7004,Tabaco - Tabacos Pm,Producto 844,66.83,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,4200171,8404,Bebidas Frias - Frappes,Producto 8,23.75,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,1700602,3402,Dulces - Chocolates,Producto 632,24.55,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,1899991,380202,Helados - Holanda - Paletas Agua,Producto 2067,16.32,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,1703300,3402,Dulces - Chocolates,Producto 585,23.61,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,1700028,3412,Dulces - Caramelo,Producto 2191,23.61,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686064,2500934,5006,Pan y Galletas - Galletas,Producto 312,17.94,04/06/2024,23:13:37,1,PZ
TIENDA 4,2686065,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,23:15:11,1,PZ
TIENDA 4,2686066,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,23:16:01,1,PZ
TIENDA 4,2686066,1300530,260802,Agua - Garrafon - Garrafon,Producto 603,49.98,04/06/2024,23:16:01,1,PZ
TIENDA 4,2686067,1600089,320202,Cerveza - Nacional - Pieza,Producto 690,172.35,04/06/2024,23:16:27,12,PZ
TIENDA 4,2686068,1600014,320202,Cerveza - Nacional - Pieza,Producto 752,66.83,04/06/2024,23:16:59,6,PZ
TIENDA 4,2686069,1400264,280602,Bebidas - Isotonicos - Isotonicos,Producto 409,44.88,04/06/2024,23:17:25,2,PZ
TIENDA 4,2686069,1400034,280602,Bebidas - Isotonicos - Isotonicos,Producto 12,30.77,04/06/2024,23:17:25,1,PZ
TIENDA 4,2686070,3000259,600404,Refrescos - Pepsi - Sabores,Producto 1440,29.9,04/06/2024,23:19:03,1,PZ
TIENDA 4,2686071,2200140,440214,Lacteos y Embutidos - Lacteos - Leche Uht,Producto 21,28.56,04/06/2024,23:22:48,1,PZ
TIENDA 4,2686072,1600141,320202,Cerveza - Nacional - Pieza,Producto 716,196.96,04/06/2024,23:24:09,12,PZ
TIENDA 4,2686073,2500146,5002,Pan y Galletas - Pan,Producto 69,30.22,04/06/2024,23:24:49,1,PZ
TIENDA 4,2686073,4101310,8204,Bebidas Calientes - Capuchino,Producto 102,24.62,04/06/2024,23:24:49,1,PZ
TIENDA 4,2686073,4101310,8204,Bebidas Calientes - Capuchino,Producto 102,24.62,04/06/2024,23:24:49,1,PZ
TIENDA 4,2686073,3000197,600602,Refrescos - Pe�afiel - Sabores,Producto 396,16.27,04/06/2024,23:24:49,1,PZ
TIENDA 4,2686074,1702197,3402,Dulces - Chocolates,Producto 1249,16.05,04/06/2024,23:25:19,1,PZ
TIENDA 4,2686074,1702197,3402,Dulces - Chocolates,Producto 1249,16.05,04/06/2024,23:25:19,1,PZ
TIENDA 4,2686074,1702197,3402,Dulces - Chocolates,Producto 1249,16.05,04/06/2024,23:25:19,1,PZ
TIENDA 4,2686074,1702197,3402,Dulces - Chocolates,Producto 1249,16.05,04/06/2024,23:25:19,1,PZ
TIENDA 4,2686075,3000059,600202,Refrescos - Coca Cola - Colas,Producto 10,14.5,04/06/2024,23:26:15,1,PZ
TIENDA 4,2686075,4300951,8616,Comida Rapida - Roller,Producto 11,57.6,04/06/2024,23:26:15,2,PZ
TIENDA 4,2686075,2100350,4208,Jugos - Bebida Refrescante,Producto 1428,15.3,04/06/2024,23:26:15,1,PZ
TIENDA 4,2686075,1702693,3418,Dulces - Dulces Regionales,Producto 2064,7.08,04/06/2024,23:26:15,1,PZ
TIENDA 4,2686076,2100599,600204,Refrescos - Coca Cola - Sabores,Producto 631,19.35,04/06/2024,23:26:43,1,PZ
TIENDA 4,2686077,1500151,300402,Botanas - Barcel - Papas,Producto 685,27.86,04/06/2024,23:27:55,1,PZ
